#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AD93C4
#Date Time: 2022-12-02 11:38:04.467
#Sample rate: 5000Hz
#Samples: 11381
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2 V Hyst.: Auto HoldOff: 100 ns
#Channel 1: Range: 500 mV/div Offset: -2 V Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.5,2.023006204926119
-0.4998,2.023679698043462
-0.4996,2.02334295148479
-0.4994000000000001,2.023679698043462
-0.4992000000000001,2.023679698043462
-0.4990000000000001,2.023679698043462
-0.4988000000000001,2.023679698043462
-0.4986000000000002,2.023679698043462
-0.4984000000000002,2.023679698043462
-0.4982000000000002,2.023679698043462
-0.4980000000000002,2.023679698043462
-0.4977999999999998,2.023679698043462
-0.4975999999999998,2.023679698043462
-0.4973999999999998,2.023679698043462
-0.4971999999999999,2.023679698043462
-0.4969999999999999,2.023679698043462
-0.4967999999999999,2.023679698043462
-0.4965999999999999,2.023679698043462
-0.4964,2.023679698043462
-0.4962,2.023679698043462
-0.496,2.023679698043462
-0.4958,2.024016444602133
-0.4956,2.023679698043462
-0.4954000000000001,2.023679698043462
-0.4952000000000001,2.023679698043462
-0.4950000000000001,2.023679698043462
-0.4948000000000001,2.023679698043462
-0.4946000000000002,2.023679698043462
-0.4944000000000002,2.023679698043462
-0.4942000000000002,2.023679698043462
-0.4940000000000002,2.023679698043462
-0.4937999999999998,2.023679698043461
-0.4935999999999998,2.023342951484791
-0.4933999999999998,2.023679698043462
-0.4931999999999999,2.023679698043462
-0.4929999999999999,2.023679698043462
-0.4927999999999999,2.023679698043462
-0.4925999999999999,2.02334295148479
-0.4923999999999999,2.023679698043462
-0.4922,2.02334295148479
-0.492,2.023679698043462
-0.4918,2.023679698043462
-0.4916,2.023679698043462
-0.4914000000000001,2.023679698043462
-0.4912000000000001,2.02334295148479
-0.4910000000000001,2.02334295148479
-0.4908000000000001,2.02334295148479
-0.4906000000000001,2.023679698043462
-0.4904000000000002,2.023679698043462
-0.4902000000000002,2.023342951484791
-0.4900000000000002,2.02334295148479
-0.4897999999999998,2.023342951484791
-0.4895999999999998,2.023679698043462
-0.4893999999999998,2.023679698043462
-0.4891999999999999,2.023679698043462
-0.4889999999999999,2.02334295148479
-0.4887999999999999,2.02334295148479
-0.4885999999999999,2.02334295148479
-0.4883999999999999,2.02334295148479
-0.4882,2.023679698043462
-0.488,2.02334295148479
-0.4878,2.02334295148479
-0.4876,2.023679698043462
-0.4874000000000001,2.023679698043462
-0.4872000000000001,2.023679698043462
-0.4870000000000001,2.023679698043462
-0.4868000000000001,2.023679698043462
-0.4866000000000001,2.023679698043462
-0.4864000000000002,2.023679698043462
-0.4862000000000002,2.023679698043462
-0.4860000000000002,2.023342951484791
-0.4857999999999998,2.023679698043462
-0.4855999999999998,2.023679698043462
