   1 	    16.8322 
   2 	    25.3711 
   3 	    33.9520 
   4 	    42.5871 
   5 	    51.1670 
   6 	    59.9312 
   7 	    68.5034 
   8 	    77.0499 
   9 	    85.6578 
  10 	    94.2732 
  11 	   102.9208 
  12 	   111.5156 
  13 	   120.1175 
  14 	   128.7722 
  15 	   137.4688 
  16 	   146.0461 
  17 	   154.5963 
  18 	   163.2541 
  19 	   171.9658 
  20 	   180.4589 
  21 	   189.1684 
  22 	   197.7572 
  23 	   206.3869 
